index;Time;rainSum;AvgTemp;MinTemp;MaxTemp;Pressure;SumGlobalRad;AvgSimpWindSpeed;MaxWindSpeed;OceanLvlPressure;AvgWindSpeed;SumPotentEvap
134;2023-05-15;11.7;14.8;13.5;16.2;1000.5;434.1;2.5;12.5;1010.4;2.7;1.2
135;2023-05-16;3.7;16.7;13.9;19.7;998.7;724.7;3.2;8.4;1008.5;3.4;1.7
136;2023-05-17;14.6;17.0;13.3;23.8;1001.4;2264.7;3.3;10.9;1011.2;3.4;2.7
137;2023-05-18;1.9;14.3;11.0;18.4;1009.2;1007.9;1.9;6.6;1019.1;1.9;1.4
138;2023-05-19;0.1;16.1;10.6;23.0;1011.6;2458.2;3.5;13.7;1021.6;3.3;2.7
139;2023-05-20;0.0;19.0;9.9;26.2;1008.7;2652.8;3.2;11.8;1018.5;3.0;4.4
140;2023-05-21;0.7;19.7;12.3;27.1;1005.8;2751.7;2.7;11.9;1015.6;2.8;4.9
141;2023-05-22;0.0;19.1;11.9;26.9;1004.7;2603.4;1.9;12.3;1014.5;2.0;4.2
142;2023-05-23;1.5;19.9;11.8;27.1;1003.1;2609.7;2.0;16.2;1012.9;2.0;4.5
143;2023-05-24;1.4;19.6;15.7;25.0;1004.8;2201.6;2.0;8.7;1014.5;2.3;3.4
144;2023-05-25;0.0;19.8;14.5;25.2;1008.1;2532.3;3.2;9.9;1017.8;3.2;3.9
145;2023-05-26;0.0;21.1;15.5;27.2;1007.6;2839.8;4.1;12.5;1017.3;4.1;5.1
146;2023-05-27;0.0;20.6;15.4;26.4;1008.0;2590.4;5.4;14.3;1017.7;5.4;5.2
147;2023-05-28;0.2;19.1;13.5;25.7;1006.1;2554.6;4.0;11.7;1015.9;4.2;4.7
148;2023-05-29;0.0;19.2;15.0;24.1;1006.0;1602.2;1.9;10.7;1015.8;1.9;3.9
149;2023-05-30;0.3;19.7;14.5;24.1;1006.6;1881.0;2.5;9.0;1016.3;2.6;4.1
150;2023-05-31;0.1;20.0;16.4;26.3;1007.9;2452.8;3.6;12.8;1017.7;3.6;4.8
151;2023-06-01;0.0;20.5;12.0;27.7;1006.1;2819.7;2.0;9.8;1015.8;1.9;5.3
152;2023-06-02;1.5;20.1;13.9;27.0;1002.9;1810.9;1.9;11.3;1012.6;2.1;4.2
153;2023-06-03;0.0;18.2;14.1;23.8;1007.2;3043.3;4.7;11.2;1017.0;4.7;5.1
154;2023-06-04;0.0;18.7;9.3;26.3;1009.9;2921.4;2.5;12.4;1019.7;2.4;5.3
155;2023-06-05;3.7;20.2;12.1;26.1;1008.6;2157.8;2.8;12.0;1018.4;2.8;4.5
156;2023-06-06;0.2;18.7;16.7;23.1;1007.3;1216.5;3.9;11.6;1017.1;4.0;3.1
157;2023-06-07;1.4;19.5;13.1;26.0;1006.2;2014.1;2.1;8.6;1016.0;2.1;3.4
158;2023-06-08;5.3;20.6;14.5;27.1;1004.5;1878.0;2.5;8.3;1014.2;2.5;4.1
159;2023-06-09;0.3;19.4;17.0;23.7;1002.8;1589.2;1.9;8.1;1012.6;1.9;2.7
160;2023-06-10;11.2;19.5;14.1;24.5;1001.5;1832.5;1.6;8.1;1011.2;1.7;2.8
161;2023-06-11;8.8;20.4;17.0;26.1;1001.9;2285.0;4.2;11.2;1011.6;4.2;3.5
162;2023-06-12;0.0;17.8;14.3;22.0;1003.6;1674.8;5.9;12.0;1013.4;5.8;4.0
163;2023-06-13;0.0;16.5;10.6;22.9;1003.6;2911.4;3.2;12.8;1013.4;3.4;4.2
164;2023-06-14;0.0;18.3;8.8;25.2;1004.7;2956.3;1.7;6.8;1014.5;1.6;5.1
165;2023-06-15;0.0;20.2;11.6;26.4;1004.4;2293.6;2.6;9.9;1014.1;2.8;5.5
166;2023-06-16;3.6;18.6;16.5;22.1;1002.0;859.6;2.0;8.0;1011.8;1.9;2.6
167;2023-06-17;0.0;19.0;14.2;25.8;1002.8;1901.7;2.0;10.0;1012.6;2.0;4.0
168;2023-06-18;0.0;21.0;11.6;28.9;1005.5;3032.7;2.7;8.9;1015.2;2.6;6.3
169;2023-06-19;0.0;23.6;11.3;31.1;1005.8;2499.6;1.8;6.6;1015.4;1.9;7.5
170;2023-06-20;0.0;25.1;15.7;32.6;1006.4;2562.4;1.8;7.9;1016.0;1.9;7.7
171;2023-06-21;0.0;26.4;18.3;33.2;1007.5;2310.5;2.3;7.2;1017.0;2.2;7.9
172;2023-06-22;0.0;26.6;20.0;32.8;1008.4;2578.6;3.3;12.1;1017.9;3.4;7.3
173;2023-06-23;10.6;27.5;20.7;35.8;1004.7;2791.3;4.2;22.3;1014.2;4.1;8.5
174;2023-06-24;0.2;22.2;17.7;30.4;1008.0;2274.6;3.7;11.2;1017.7;3.8;4.7
175;2023-06-25;0.0;20.9;17.9;27.6;1006.6;1643.3;2.8;8.9;1016.3;2.9;4.0
176;2023-06-26;0.0;22.8;13.4;30.4;1004.7;2633.0;1.6;7.9;1014.3;1.7;6.6
177;2023-06-27;2.8;20.3;14.3;28.6;1004.8;1427.2;2.8;12.7;1014.5;2.8;4.3
178;2023-06-28;1.8;18.2;15.8;23.8;1006.3;1568.0;3.5;13.7;1016.1;3.7;3.7
179;2023-06-29;0.0;20.4;11.4;27.7;1006.1;2697.0;2.5;10.3;1015.8;2.4;5.8
